id,title,company,location,created,description,redirect_url,salary_min,salary_max
4903999003,Senior Solution Sales Executive - Digital Supply Chain,SAP,"South East England, UK",2024-10-16T14:29:51Z,"We help the world run better At SAP, we enable you to bring out your best. Our company culture is focused on collaboration and a shared passion to help the world run better. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a strong focus on learning and development, recognition for your …",https://www.adzuna.co.uk/jobs/details/4903999003?utm_medium=api&utm_source=3aea9429,45838.81,45838.81
5199373593,Dispensing Optician,HR Recruitify Group,"Kew, Richmond",2025-05-15T05:30:23Z,"Job Description: Are you passionate about eyewear and style? Do you excel at delivering exceptional customer service with flair? An opportunity is now available for a Qualified Dispensing Optician to join a very cozy practice in Richmond. If so, you could be the perfect addition to their growing team. Job Overview: Working alongside your team of Optical Assistants and an Optometrist you will be managing the clinics and leading the store and team providing patients with cost effective optical pr…",https://www.adzuna.co.uk/jobs/details/5199373593?utm_medium=api&utm_source=3aea9429,33147.98,33147.98
5199575283,Delivery Driver,Travail Employment Group - Corby,"Corby, Northamptonshire",2025-05-15T09:04:52Z,"Delivery Driver Delivery Driver Corby NN17 5DP £13.00, Monday - Thursday 7.000am - 4.30pm Friday 7.00am - 12.00pm Permanent after a successful temporary period, immediate start Due to the continued success of our client who are a market leading company in their field based in Corby Northamptonshire, have an exciting opportunity for a Delivery Driver, where you will be working with an experienced team: Stay up to date with driving rules and regulations as and when legislation is changed Always o…",https://www.adzuna.co.uk/jobs/details/5199575283?utm_medium=api&utm_source=3aea9429,0,27040
5166845776,Self Employed Personal Trainer - Caledonian Road,The Gym Limited,"North London, London",2025-04-28T17:16:28Z,"Personal Trainer – Build Your Business with The Gym Group! Are you a passionate and ambitious Level 3 qualified Personal Trainer looking to grow your self-employed career in a supportive and dynamic environment? At The Gym Group, we’re more than just a gym—we’re a nationwide fitness community that makes health and wellness accessible to everyone. With over 240 locations across the UK, we provide the perfect space for you to thrive, grow your client base, and do what you love. Why Choose The Gym…",https://www.adzuna.co.uk/jobs/details/5166845776?utm_medium=api&utm_source=3aea9429,28090.16,28090.16
5184142377,Residential Conveyancer,TSR Legal,"Bristol, South West England",2025-05-07T01:34:33Z,"Licensed Conveyancer / Casehandler - Residential Property (Shared Ownership Focus) Location: City Centre (close to all transport links) Salary: £25,000 - £45,000 per annum  Bonus Scheme Job Type: Full-time, Permanent We're seeking a capable Licensed Conveyancer / Residential Property Casehandler to join our 7-person team at a long-established, Legal 500-recognised niche law firm. This role is to replace a retiring team member and offers the chance to work in a supportive, close-knit environment…",https://www.adzuna.co.uk/jobs/details/5184142377?utm_medium=api&utm_source=3aea9429,25000,45000
4324969194,Punjabi Remote Telephone Video Interpreters Required Glasgow,Recruitment Empire,"Glasgow, Scotland",2023-09-21T12:38:37Z,"Looking for a flexible, remote role so you can work from anywhere in the world? Do you have access to a good Wi-Fi connection and a laptop/desktop with webcam and audio? Still reading? Great Then we would like to get to know you As a Remote Interpreter, you will be responsible for facilitating communication between clients and individuals with limited English proficiency. You will work remotely from your own location, providing interpreting services over the phone or through video calls. Utiliz…",https://www.adzuna.co.uk/jobs/details/4324969194?utm_medium=api&utm_source=3aea9429,23451.37,23451.37
4597969222,EYFS Lead - Outstanding Beckenham School,Wayman Group,"Bromley, South East London",2024-03-07T19:26:12Z,"Embark on a Rewarding Journey in Early Years Education Are you a passionate and experienced early years educator seeking a challenging and rewarding role in a truly exceptional setting? Look no further We are thrilled to invite applications for the exciting position of Full Time EYFS Lead at our outstanding school in Beckenham. About Our Outstanding School Nestled in the heart of Beckenham, our school is a beacon of excellence in early years education. We are committed to providing a nurturing …",https://www.adzuna.co.uk/jobs/details/4597969222?utm_medium=api&utm_source=3aea9429,34514,51179
5199514924,Maths Teacher,Tempest Resourcing,"Luton, Bedfordshire",2025-05-15T07:50:44Z,"Maths Teacher - Full-Time, Permanent - September Start Location: Luton, Bedfordshire Start Date: September 2025 Contract Type: Full-Time, Permanent Salary: MPS/UPS Reference: MATHS-SEP25-TEMP The Role An exciting opportunity has arisen for a dedicated and passionate Maths Teacher to join a dynamic secondary school in Luton. The school is committed to delivering high-quality education and fostering a supportive learning environment. They are seeking a Maths Teacher who can inspire students and c…",https://www.adzuna.co.uk/jobs/details/5199514924?utm_medium=api&utm_source=3aea9429,33075,50471
5190270330,Primary Supply Teacher,Teaching Personnel Ltd,"Cambridge, Cambridgeshire",2025-05-09T12:49:38Z,"Flexible Primary Teaching Opportunities in Cambridgeshire and surrounding areas – Key Stage 1 & 2 Are you a passionate primary school teacher looking for flexibility, variety, and a better work-life balance? Join Teaching Personnel, where we connect dedicated educators with a network of welcoming primary schools in Cambridgeshire, all committed to delivering exceptional learning experiences. Why Choose This Role? - Flexibility: Choose when and where you work. - Variety: Gain experience across d…",https://www.adzuna.co.uk/jobs/details/5190270330?utm_medium=api&utm_source=3aea9429,41600,44720
5209294233,Nursery Practitioner,Monarch Education,"Northfield, Birmingham",2025-05-21T17:41:30Z,Monarch Education is recruiting on behalf of a Nursery School in Longbridge for the position of a Early Years Practitioner. This is a full-time position required to start as soon as possible (ASAP). Job Specification: The successful candidate will be a qualified and experienced Level 3 Early Years Teaching Assistant with proven experience in supporting children with a range of SEND within a school environment. Key Responsibilities and Requirements: Qualifications: Level 3 Early Years Qualificat…,https://www.adzuna.co.uk/jobs/details/5209294233?utm_medium=api&utm_source=3aea9429,18678,35360
5219708689,Skilled CNC Programmer/Setter/Operator,CNC Recruitment,"Chard, Somerset",2025-05-28T10:13:03Z,"CNC Recruitment is seeking skilled Skilled CNC Programmer/Setter/Operator to join a reputable client in the Chard area on a night shift basis. This is an excellent opportunity for experienced operators who take pride in their precision and independence, with potential to secure a long-term or permanent position. Location: Chard, Somerset Pay Rate: £18.00 – £20.00 per hour, weekly pay Contract: Full time Permanent Shifts Available: · Mon – Fri (5-day) 08:00 – 17:00 · Mon – Fri (5-day) 06:00 – 14…",https://www.adzuna.co.uk/jobs/details/5219708689?utm_medium=api&utm_source=3aea9429,32901.82,32901.82
5187666154,Qualified or Trainee Dental Nurse,Wilmslow - Laburnum Dental Care,"Handforth, Wilmslow",2025-05-08T03:31:47Z,"Job Description If you're a patient-focused Dental Nurse looking for a rewarding role in a friendly and professional environment, look no further than Laburnum Dental Care , in Wilmslow . Full-time hours available - 42,5 hours per week. However we would consider part-time as well for a Qualified Dental Nurse Typical working hours are Monday- Friday 8am-5.30pm Located in the Wilmslow , our Laburnum Dental Care has been established in the beautiful, leafy Handforth, since 1979. Their aim is, and …",https://www.adzuna.co.uk/jobs/details/5187666154?utm_medium=api&utm_source=3aea9429,23371.01,23371.01
5195596949,Healthcare Assistant,JustNurses,"Castleroe, Coleraine",2025-05-13T01:44:42Z,"Just Nurses are actively recruiting for an HCA (Band 2) to cover shifts at our client's HSC hospital in the Belfast area. We offer a range of shift patterns, including days, nights, and weekends to suit your requirements with excellent pay rates of £13.68 - £17 per hour. As an agency HCA, your key responsibilities will include providing direct patient care, assisting with daily activities, and ensuring the comfort and well-being of patients. You will support the nursing staff by taking vital si…",https://www.adzuna.co.uk/jobs/details/5195596949?utm_medium=api&utm_source=3aea9429,28454,35360
5198970654,Family Solicitor,Sacco Mann,"Elworth, Sandbach",2025-05-14T21:11:08Z,"Multi-service, regional law firm looking to an experienced Family Solicitor into their Sandbach office. Your responsibilities for this Family Solicitor role may include: Managing your own mixed caseload of both Legal Aid and Private family matters Providing supervision and support for the wider team members Take part in business initiatives and networking opportunities Provide sound and professional advice to clients Manage the preparation of documents and correspondence Document Preparation Ma…",https://www.adzuna.co.uk/jobs/details/5198970654?utm_medium=api&utm_source=3aea9429,36000,50000
5028396964,Personal Assistant (PA),Hope Homecare Services Limited,"Cheshunt, Waltham Cross",2025-01-29T15:50:37Z,"We are looking for a highly organized and proactive Personal Assistant (PA) to support the Director on a part-time basis. The successful candidate will have excellent administrative and communication skills and the ability to manage a variety of tasks efficiently. This role requires someone who can manage schedules, coordinate correspondence, handle expense management, and provide high-level administrative support. The ideal candidate will be a confident multitasker with a professional approach…",https://www.adzuna.co.uk/jobs/details/5028396964?utm_medium=api&utm_source=3aea9429,15000,18000
5180543786,"Supervisor, Laboratory Operations Clinical Lab Leadership Rochester, NY $90K–$125K",The Skills Coalition,"London, UK",2025-05-04T19:25:34Z,"This is a remote position. Supervisor, Laboratory Operations Clinical Lab Leadership Rochester, NY $90K–$125K Looking to take the next step in your lab operations career? We’re hiring a Supervisor, Laboratory Operations to lead day-to-day clinical laboratory functions at a well-established and high-performing site in Rochester, NY .",https://www.adzuna.co.uk/jobs/details/5180543786?utm_medium=api&utm_source=3aea9429,125000,125000
4595515749,"Reception Teacher | Flourishing School in Oxford, Oxfordshire | April 2024",Wayman Group,"Oxford, Oxfordshire",2024-03-06T12:45:59Z,"Wayman Group is currently seeking a dynamic and dedicated Reception Teacher to join a nurturing school in Oxford, Oxfordshire, Southeast England from April 2024. This is a fantastic opportunity for an enthusiastic individual who is passionate about working with young children and making a positive impact on their educational journey. As a Reception Teacher, you will be responsible for planning and delivering engaging lessons, supporting students' social and emotional development, and fostering …",https://www.adzuna.co.uk/jobs/details/4595515749?utm_medium=api&utm_source=3aea9429,30000,46525
5188547932,Full Stack Engineer,Sophie Datagen,"London, UK",2025-05-08T14:34:57Z,"About SOPHIE SOPHIE is a fast-growing AI startup developing cutting-edge solutions that help organizations unlock real value from their data. Our platform integrates seamlessly with enterprise systems to deliver intelligent, adaptable workflows powered by the latest AI technologies. The Role We're looking for a Full Stack Engineer to join our collaborative product and engineering team. You'll help design and build the web apps and dashboards that make our AI tools useful and accessible to custo…",https://www.adzuna.co.uk/jobs/details/5188547932?utm_medium=api&utm_source=3aea9429,45000,65000
5206343049,Logistics Senior Analyst,The Very Group,"Liverpool, Merseyside",2025-05-19T18:10:12Z,"Internal use only – Grade F About us. We are The Very Group and we’re here to help families get more out of life. We know that our customers work hard for their families and have a lot to balance in their busy lives. That’s why we combine amazing brands and products with flexible payment options on Very.co.uk to help them say yes to the things they love. We’re just as passionate about helping our people get more out of life too; building careers with real growth, a sense of purpose, belonging a…",https://www.adzuna.co.uk/jobs/details/5206343049?utm_medium=api&utm_source=3aea9429,45039.18,45039.18
5202667729,English Teacher,Tradewind Recruitment,"Stockport, Greater Manchester",2025-05-17T01:53:44Z,"Tradewind are recruiting! Are you an enthusiastic and dedicated English Teacher, looking for a new opportunity in a community school in Stockport? Tradewind Recruitment is currently looking for a dynamic and innovative English Teacher, to join a large community secondary school, to start ASAP, for at least one term. This is a full time, long term role, paying up to £223 a day. To join us and be successful in this English Teacher role, you will need to: * Hold QTS Status or QTLS * Be subject to …",https://www.adzuna.co.uk/jobs/details/5202667729?utm_medium=api&utm_source=3aea9429,41600,57980
4531205655,English Teacher Needed In Barking - Apply Now For ASAP or April Start,Wayman Group,"Barking, Ipswich",2024-01-18T13:56:37Z,"Are you an experienced and passionate English Teacher seeking a new opportunity in Barking? About Us: Wayman Education is a trusted recruitment partner dedicated to connecting outstanding educators with top-tier schools. We are currently collaborating with a prestigious school in Barking to fill a vacancy for a English Teacher. Position: English Teacher Location: Barking, London Starting: April 2024 School Information: Nestled discreetly in the heart of Barking, this esteemed educational instit…",https://www.adzuna.co.uk/jobs/details/4531205655?utm_medium=api&utm_source=3aea9429,34514,56959
5220151267,Cleaner,Aramark,"Arbroath, Angus",2025-05-28T17:31:51Z,"pursue what matters Aramark UK are currently recruiting a Cleaner to join our team working at Balhousie Castle Hay Street, Perth PH1 5HR. You will be responsible for cleaning the museum and offices on site. You will be cleaning to a high standard, ensuring all tasks are complete in good time and all equipment is stored safely. Aramark UK are making a work life balance achievable whilst still working in hospitality, cultivating your culinary career with a world leading organisation. Aramark prov…",https://www.adzuna.co.uk/jobs/details/5220151267?utm_medium=api&utm_source=3aea9429,22563.72,22563.72
5210781779,Social Work Assistant - Bromley - children in need,Vitalis,"Bromley, South East London",2025-05-22T13:34:37Z,"Pertemps Social Care are currently recruiting for an experienced Social Work Assistant to join a busy team in Bromley , based within the children in need team. Benefits of the role: • Flexible/Hybrid working opportunities • Manageable caseload • Excellent rate of pay • Condensed working and part time roles can be discussed Why Choose Pertemps? Pertemps Social Care is a social work recruitment agency with a difference. Serving the social care sector, our business is firmly based on the principle…",https://www.adzuna.co.uk/jobs/details/5210781779?utm_medium=api&utm_source=3aea9429,51480,51480
5221620104,Business Development Executive,info@postify.co.uk,"Holbeck, Leeds",2025-05-29T12:53:17Z,"Due to rapid growth within the business, we’re looking for a number of Business Development Executives to join our amazing Sales team! Be part of our journey as we open a brand-new Leeds office to capitalise on this business's amazing potential to win new customers and accelerate its development. Our new Leeds office will triple in size in the first year and you can help us succeed in this start-up type environment as we take our market leading offering to businesses throughout England. Our Bus…",https://www.adzuna.co.uk/jobs/details/5221620104?utm_medium=api&utm_source=3aea9429,10000,25000
5223933139,"Global Brand Manager, Complexion",Charlotte Tilbury,"London, UK",2025-05-30T19:13:04Z,"About Charlotte Tilbury Beauty Founded by British makeup artist and beauty entrepreneur Charlotte Tilbury MBE in 2013, Charlotte Tilbury Beauty has revolutionised the face of the global beauty industry by de-coding makeup applications for everyone, everywhere, with an easy-to-use, easy-to-choose, easy-to-gift range. Today, Charlotte Tilbury Beauty continues to break records across countries, channels, and categories and to scale at pace. Over the last 10 years, Charlotte Tilbury Beauty has expe…",https://www.adzuna.co.uk/jobs/details/5223933139?utm_medium=api&utm_source=3aea9429,46986.7,46986.7
5166784376,IT Service Desk Operator,Logisnext,"Moreton, Thame",2025-04-28T16:19:07Z," Based in Thame, UK with hybrid flexibility |  Supporting colleagues across the UK & Europe  Full-Time | Permanent | Salary: £32,000 - £36,000 per year Join a global leader in intelligent logistics! Logisnext UK Ltd, a subsidiary of Mitsubishi Logisnext Europe and part of Mitsubishi Logisnext Co. Ltd. (ML)—the world’s fifth-largest manufacturer of industrial trucks—is expanding its IT team. With a proud heritage dating back to 1969 (formerly Atlet and UniCarriers), our UK operations, based in T…",https://www.adzuna.co.uk/jobs/details/5166784376?utm_medium=api&utm_source=3aea9429,32000,36000
5210740828,"SEN Teaching Assistant - Finsbury Park, N4 2DH",GSL Education,"Stroud Green, North London",2025-05-22T12:50:47Z,"Join Our Outstanding Primary School in Finsbury Park, N4 2DH as a Teaching Assistant -SEN! Teaching Assistant -SEN Location : Finsbury Park, N4 2DH Hours pm Long term and full time Pay : £90 - £105 per day Start date : ASAP School details: Special Needs School that caters for various SEN from 4-18 years of age Cohort of SEN: ASD. Learning Difficulties, SEMH needs Small class sizes of 8-12 children Use a child centred approach to support pupils Role: Working 1:1 with ASD needs pupil Supporting c…",https://www.adzuna.co.uk/jobs/details/5210740828?utm_medium=api&utm_source=3aea9429,23400,27300
5208048686,Logistics Coordinator,Right Now Recruitment,"Croydon, London",2025-05-20T20:20:47Z,"Hiring due to a period of extended growth Are you currently on the lookout for a fast-paced Customer Coordinator role? Would you be excited by the prospect of joining a financially secure industry leader who are continuing to grow in the current climate? Perhaps you already have experience in coordinating drivers, materials or a fleet of vehicles and are looking for a new challenge? This role would be well suited to individuals with a background/keen interest in Planning, Logistics or Transport…",https://www.adzuna.co.uk/jobs/details/5208048686?utm_medium=api&utm_source=3aea9429,28000,32000
4550338919,April start - available Science Teacher position - school located in Hillingdon,Wayman Group,"Hillingdon, Uxbridge",2024-01-30T17:54:57Z,Wayman Education is looking for a Science Teacher to work within a unique school based in Hillingdon. Science Teacher (April start) required to work on a full-time basis Unique School in Hillingdon Excellent Science Teacher to join a highly successful and well-resourced department. Wayman Education is looking for a Science Teacher to teach within a unique school based in Hillingdon. This is a full-time position teaching Science Teacher. The successful Science Teacher will be joining a well-reso…,https://www.adzuna.co.uk/jobs/details/4550338919?utm_medium=api&utm_source=3aea9429,34514,51179
5199593714,Supervisor - Cheshire Oaks (40 hours),Rituals,"Ellesmere Port, Cheshire",2025-05-15T09:29:15Z,"Job Description As a Rituals Expert, you’re part of our in-store management team. You are a master of the Rituals feel good experience with the product expertise to match. You are a true brand ambassador, listening to our customers’ needs and at the same time, you are a role model and mentor to our Rituals Advisors. Being a Rituals Expert means being a lead sales advisor with ambitions of expanding your professional skill set in luxury retail and cosmetics! You’ll be working alongside your Stor…",https://www.adzuna.co.uk/jobs/details/5199593714?utm_medium=api&utm_source=3aea9429,28720.04,28720.04
5210781942,Carpenter,Service Care Solutions,"Rugby, Warwickshire",2025-05-22T13:34:38Z,"As a Carpenter, you will be responsible for performing a range of tasks, from installations to repairs, ensuring all work is carried out to the highest standards. This is an excellent opportunity for an experienced professional looking to work in a dynamic and supportive environment. Key Responsibilities: Construct, install, and repair wooden structures and fixtures such as doors, windows, staircases, and furniture. Measure, cut, shape, and assemble wood materials accurately. Read and interpret…",https://www.adzuna.co.uk/jobs/details/5210781942?utm_medium=api&utm_source=3aea9429,39270,39270
5198984874,Sales Executive - Bristol Airport,SIXT UK,UK,2025-05-14T21:27:23Z,"Job Description Are you a talent in customer service and sales? At SIXT, you can fully showcase your strengths. You’ll ensure customer satisfaction, manage our vehicle fleet, and take on a variety of tasks in the branch. Everything you need to know about our vehicles, you’ll learn with us. Benefit from flexible working hours and great development opportunities – with a starting salary of £26,083, a 6 month guaranteed bonus of £300.00 and an uncapped bonus system! Please note that this is a 0 ho…",https://www.adzuna.co.uk/jobs/details/5198984874?utm_medium=api&utm_source=3aea9429,22862,22862
5192137385,Assistant Science Lead,London Teaching Pool LTD,"Bocking, Braintree",2025-05-10T12:48:10Z,"Assistant Science Lead-Braintree-£35,674 to £49,084-Permanent  Assistant Science Lead – Full time position  Assistant Science Lead – QTS Needed  Assistant Science Lead – Braintree  Assistant Science Lead – Permanent Are you an experience Science Teacher looking for the next step in your career? Do you have Qualified Teacher Status? If you answered yes to the above, then apply for this Assistant Science Lead role now! Assistant Science Lead – The Role We are seeking a dedicated Science Teacher w…",https://www.adzuna.co.uk/jobs/details/5192137385?utm_medium=api&utm_source=3aea9429,35674,49084
5208044404,Senior Backend Engineer - Java / Golang,Ocho People,"County Antrim, Northern Ireland",2025-05-20T20:11:40Z,"Senior Backend Engineer - Java / Golang The Company My client is a rapidly growing cloud security company specialising in run-time-powered solutions. Their technology enables businesses to detect and respond to cloud security threats in real-time by leveraging automation, contextual intelligence, and cutting-edge infrastructure. Operating in a high-growth market, they work with major cloud providers and modern architectures to deliver innovative security solutions. As they continue to expand, t…",https://www.adzuna.co.uk/jobs/details/5208044404?utm_medium=api&utm_source=3aea9429,60000,70000
5178098498,Plumber,Fusion People,"Twickenham, London",2025-05-03T08:47:08Z,"Plumber Basic salary: £41,950 - £45,000 40 hours a week Location: Twickenham Plumber Job Duties: Private domestic work Install, repair, and maintain plumbing fixtures and systems Troubleshoot issues Emergency call outs Plumber Benefits: Additional overtime, bonuses, and commission Company van, fuel card, phone, tools, uniform Growth opportunities Company events Requirements: Plumbing NVQ / City & Guilds Level 2 UK Drivers license 2 years' experience minimum in plumbing Strong knowledge of syste…",https://www.adzuna.co.uk/jobs/details/5178098498?utm_medium=api&utm_source=3aea9429,41900,45000
5210741404,SEN Teaching Assistant - Immediate Start!,Teaching Personnel Ltd,"Exeter, Devon",2025-05-22T12:51:40Z,"Exeter SEN Teaching Assistant Role – Immediate Start! Are you passionate about supporting young people with special educational needs? Do you thrive in a nurturing environment where every day brings new challenges and rewards? If so, join Teaching Personnel as an SEN Teaching Assistant for exciting opportunities at our partner SEN Schools in Exeter! About Our Partner Schools: Teaching Personnel have partnered with SEN schools in the Exeter area to support them with various staffing needs. Our p…",https://www.adzuna.co.uk/jobs/details/5210741404?utm_medium=api&utm_source=3aea9429,23400,24700
5198009115,Welder Fabricator - MIG,Workforce Staffing,"Pershore, Worcestershire",2025-05-14T12:51:27Z,"Welder Fabricator - MIG £13.44 - £15.84 an hour Day shift - Monday to Friday About the Company A leading engineering firm in Worcestershire, delivering high-quality fabrication and assembly services to sectors including Defence, Rail, Automotive, and Agriculture. The company operates from a modern facility and offers ongoing training and career development. Work Environment: . Modern workshop and fabrication areas . Final assembly space . On-site parking and development opportunities Key Respon…",https://www.adzuna.co.uk/jobs/details/5198009115?utm_medium=api&utm_source=3aea9429,27955,32947
4529751238,Maths Teacher Vacancy In Newham - Inner-London Pay,Wayman Group,"West Ham, East London",2024-01-17T17:22:24Z,"Wayman Education is seeking a highly committed and passionate Maths Teacher who is keen to ignite a real passion in the students by providing a rich, varied and exciting curriculum. As a Maths Teacher, this role will involve you teaching as part of an established Maths department teaching to KS3/4/5. Whether you are a seasoned Maths Teacher or an Early Career Maths Teacher this position will be a positive move in your career. · Maths Teacher · Outstanding graded school in Newham · MPS/UPS Salar…",https://www.adzuna.co.uk/jobs/details/4529751238?utm_medium=api&utm_source=3aea9429,34514,51179
5189368146,Ecologist,Baker Street Recruitment,"Newtown, Disley",2025-05-08T23:17:34Z,"Are you an ambitious, passionate ecologist looking to take the next step in your career? We are recruiting an Ecologist on behalf of our client, a specialist environmental consultancy renowned for delivering high-quality ecological and environmental solutions across the UK. The Role: Based in Manchester, this role offers the chance to work on diverse and rewarding projects, helping to protect and enhance natural habitats. You will support the team with ecological surveys, habitat assessments, d…",https://www.adzuna.co.uk/jobs/details/5189368146?utm_medium=api&utm_source=3aea9429,35000,35000
4978120809,HGV Breakdown Technician,Perfect Placement,"Southampton, Hampshire",2024-12-14T16:48:09Z,"HGV Breakdown Technician / HGV Fitter Competitive Salary: Based on experience. £1,500 Joining Fee: Paid over 12 months. OTE £50,000 with bonus and overtime. Manufacturer training: Dedicated development programs including e-learning and off-site training. Holiday Pay: Based on average hours worked. Comprehensive benefits package. Supportive management and a team-focused environment. Opportunities for progression within the company. Seasonal rewards, such as Christmas and New Year gifts We are cu…",https://www.adzuna.co.uk/jobs/details/4978120809?utm_medium=api&utm_source=3aea9429,50000,50000
5221621194,Primary Teacher,Teaching Personnel Ltd,"Cheam, Sutton",2025-05-29T12:54:01Z,"Inspiring Year 2 Teacher Required – September 2025 Location: Sutton Contract: Full-time (September 2025 – January 2026) Daily Pay Rate: Competitive, based on experience Are you a passionate and creative educator ready to make a difference in the lives of young learners? We’re looking for an enthusiastic Year 4 Teacher to join a vibrant and high-achieving primary school in Sutton. This Ofsted “Good” school is rooted in strong values and creating a warm, inclusive atmosphere where children truly …",https://www.adzuna.co.uk/jobs/details/5221621194?utm_medium=api&utm_source=3aea9429,44200,54600
5184836615,Real Estate Partner,JMC Legal Recruitment,"St Paul's, Central London",2025-05-07T09:40:34Z,"This Chambers & Legal 500 accredited outfit is firmly woven into the fabric of London's Real Estate scene, and have an ever-growing and loyal client base to match. They now seek a motivated Real Estate Partner/Head of Department join its outstanding and growing department located in Central London. The Firm: Located in Central London, this practice puts Real Estate at the heart of everything they do and as a result they continuously punch above their weight and compete against the Top 100 firms…",https://www.adzuna.co.uk/jobs/details/5184836615?utm_medium=api&utm_source=3aea9429,130000,155000
5190271869,Teaching Assistant,Vision for Education Ltd,"Grassmoor, Chesterfield",2025-05-09T12:50:08Z,"Teaching Assistant - full time, Temporary Chesterfield £19,500 - £23,500 per annum (salary is depending on experience and/or qualifications) September 2025 – July 2026 The School and Role This smaller than average-sized primary school is looking for a teaching assistant to work in a Year 1 class. You will provide general classroom support as well as some small group work. This role would suit someone with excellent knowledge of the KS1 curriculum, ideally someone who has worked in Year 1 recent…",https://www.adzuna.co.uk/jobs/details/5190271869?utm_medium=api&utm_source=3aea9429,19500,23500
4498101351,Interpreter Translator Required In Haywards Heath West Sussex RH,Language Empire,"Haywards Heath, West Sussex",2023-12-27T13:14:46Z,"Are you looking for an interpreter job in Haywards Heath, West Sussex? Do you want flexible hours with competitive rates? We are urgently recruiting for freelance interpreters to work within various settings such as the NHS, Local Authorities, Police, Probation and other public and private organisations. Established in 2001, Language Empire provides professional interpreting and translation services to the public and private sectors across the UK. We have been offering our services in the UK fo…",https://www.adzuna.co.uk/jobs/details/4498101351?utm_medium=api&utm_source=3aea9429,26350.26,26350.26
5220224264,Technical Support & Commissioning - Broadcast Video & Audio,Evertz Microsystems Limited,"Winnersh, Wokingham",2025-05-28T18:27:11Z,"Evertz is a world leading company in the design of innovative and pioneering broadcast video & audio equipment. We currently have a vacancy for a technical support and commissioning engineer to be based at our UK facility, in Winnersh Triangle, Wokingham, RG41 5TP. This is a customer focused role providing a wide range of technical support for our broadcast clients based in the UK and Europe. We are looking for a keen and enthusiastic engineer/technician with a strong interest in the broadcast …",https://www.adzuna.co.uk/jobs/details/5220224264?utm_medium=api&utm_source=3aea9429,37127.81,37127.81
5013312212,Workshop Controller,Perfect Placement,"Camelon, Falkirk",2025-01-16T17:06:15Z,"Workshop Controller A basic salary c. £41,600 - please get in touch with your requirements. 33 days' holiday including bank holidays. Training and genuine progression opportunities. Workshop Controller required for Successful Automotive well known Independent Dealer in the Camelon area. Our Client is seeking a Workshop Controller to join their busy service department and it is essential that you have a previous working experience within a busy Automotive Workshop. The Salary being offered to th…",https://www.adzuna.co.uk/jobs/details/5013312212?utm_medium=api&utm_source=3aea9429,41600,46000
5201970515,3rd Line Support Technician,Vero HR Ltd,"Bristol, South West England",2025-05-16T18:01:17Z,"About the opportunity: We are the internal recruitment partner for our client, a rapidly growing IT service provider with a commitment to delivering exceptional service through a customer focused approach and cutting-edge IT technology solutions. We are presenting an exciting opportunity for a passionate and self-motivated 3rd Line Support Technician to join their supportive team based in Bristol. As a member of the Technical Support Team, you will play a vital role in addressing a variety of c…",https://www.adzuna.co.uk/jobs/details/5201970515?utm_medium=api&utm_source=3aea9429,35000,40000
4900567390,Volunteer Board Member (Treasurer),Target Housing,"Brinsworth, Rotherham",2024-10-13T13:32:45Z,"Are you a problem solver? Would you like to make a difference? Do you think you could have an impact? Then please get in touch…… Target Housing is a charity dedicated to making a difference to the lives of the most vulnerable and disadvantaged people in society. Over the past 30 years we have shown that stable accommodation and support can help transform lives and empower people to achieve independence. We have grown from small beginnings to become a complex charitable company and RSL, owning o…",https://www.adzuna.co.uk/jobs/details/4900567390?utm_medium=api&utm_source=3aea9429,36913.82,36913.82
5219924962,Primary Teacher Required,Teaching Personnel Ltd,"Wigan, Greater Manchester",2025-05-28T12:53:20Z,"Teaching Personnel are working with a vibrant and inclusive primary school located in Wigan, committed to providing a nurturing environment where every child can thrive academically, socially, and emotionally. The staff are passionate about inspiring young learners and fostering a lifelong love of learning. About the role: Start-date: 1 st September Ongoing/long-term, with potential opportunity for permanent contract Opportunity to earn £30,000 to £40,000 (dependent on experience) You will plan…",https://www.adzuna.co.uk/jobs/details/5219924962?utm_medium=api&utm_source=3aea9429,30000,40000
5185932166,Third in Charge (Maternity Cover),Bright Horizons Family Solutions,UK,2025-05-07T17:38:05Z,"Nursery – Bright Horizons Watford Day Nursery Salary – Starting from £32,760 per annum (dependant on qualification/s and experience) Hours - Mon-Fri | 40 Hours per week | Fixed Term Contract (12 months) Location – Watford, WD18 7QR Are you looking to work for an organisation whose culture is driven by our HEART principles – Honesty, Excellence, Accountability, Respect, and Teamwork? Where you can be yourself, feel supported, and help to make a difference to the next generation? Somewhere you ca…",https://www.adzuna.co.uk/jobs/details/5185932166?utm_medium=api&utm_source=3aea9429,34379.88,34379.88
5199121524,REPAIRS PLANNER/ADMIN - 27K - STRATFORD,Regen Solutions,"Stratford, East London",2025-05-15T01:50:14Z,"Job Title: Repairs Planner Location: Stratford Salary: £27,000 per annum Sector: Social Housing Maintenance Repairs Planner - mon-fri 8-5 About Us: We are a leading social housing maintenance contractor seeking a motivated Repairs Planner to join our team in Stratford. This is an excellent opportunity for someone with at least one year of planning experience to contribute to our projects and help ensure their success. Key Responsibilities of the Repairs Planner: Develop and update project sched…",https://www.adzuna.co.uk/jobs/details/5199121524?utm_medium=api&utm_source=3aea9429,0,27000
